url,title,date,claim,rating,site
https://www.bbc.co.uk/news/world-europe-67872417,Ukraine and Russia in 'biggest prisoner swap' so far,2024-01-03 17:29:04+00:00,"Ukraine and Russia have exchanged hundreds of prisoners of war, in what is being described by officials in Kyiv as the biggest swap of the war.",True,bbc
https://www.bbc.co.uk/news/world-us-canada-67888793,Ukraine war: US says Russia using North Korea ballistic missiles,2024-01-04 22:30:03+00:00,"Russia has used ballistic missiles and launchers supplied by North Korea in its war on Ukraine, the US has said.",True,bbc
https://www.bbc.co.uk/news/world-europe-68346891,Ukraine war: Village children of Hroza orphaned by Russian missile,2024-02-22 02:40:46+00:00,"Teenager Dima lost his mum, dad and two grandparents when they were all killed in a missile attack on his village of Hroza in north-eastern Ukraine last October.",True,bbc
https://www.bbc.co.uk/news/world-us-canada-68380251,US targets Russia with more than 500 new sanctions,2024-02-23 12:10:58+00:00,The US has announced more than 500 new sanctions against Russia over its invasion of Ukraine and the death of opposition leader Alexei Navalny.,True,bbc
https://www.bbc.co.uk/news/world-europe-68381698,Valencia fire: Ukraine refugee describes escape from building inferno,2024-02-23 19:50:08+00:00,A Ukrainian refugee has described how she and her young son escaped as a massive fire engulfed a tower block in the Spanish city of Valencia.,True,bbc
https://www.bbc.co.uk/news/uk-68388542,UK reaffirms Ukraine support on war anniversary,2024-02-23 22:42:49+00:00,Political leaders in the UK have reaffirmed their support for Ukraine on the second anniversary of Russia's full-scale invasion.,True,bbc
https://www.bbc.co.uk/news/world-europe-67978739,Ukraine says it shot down Russian A-50 spy plane,2024-01-15 11:18:41+00:00,"Ukraine's military says it has shot down a Russian military spy plane over the Sea of Azov, in what analysts say would be a blow to Moscow's air power.",True,bbc
https://www.bbc.co.uk/news/world-europe-68372958,Ukraine war: Frontline medics count the cost of two years of war,2024-02-23 06:14:33+00:00,Maj Oleh Kravchenko has the sort of chuckle that's hard to resist - deep and treacly and mischievous.,True,bbc
https://www.bbc.co.uk/news/uk-northern-ireland-68370377,Ukraine: Passport issued for surrogate baby following parents appeal,2024-02-23 00:01:17+00:00,A couple from Northern Ireland who had a baby through surrogacy in Ukraine have said it will be more than a week before they can bring him home.,True,bbc
https://www.bbc.co.uk/news/world-europe-68387232,Ukraine says it has downed second Russian A-50 spy plane in weeks,2024-02-23 22:42:43+00:00,Ukraine says it has downed a Russian A-50 military spy plane - the second such claim in just over a month.,True,bbc
